date,ninsee,no2,o3,pm10
25/04/2018,78300,11,37,24
25/04/2018,78302,10,37,24
25/04/2018,78305,11,36,24
25/04/2018,78307,10,37,24
25/04/2018,78310,11,37,24
25/04/2018,78311,10,35,27
25/04/2018,78314,11,38,24
25/04/2018,78317,11,37,24
25/04/2018,78320,10,38,24
25/04/2018,78321,10,36,25
25/04/2018,78322,11,36,29
25/04/2018,78324,11,38,24
25/04/2018,78325,11,37,24
25/04/2018,78327,11,37,24
25/04/2018,78329,11,37,24
25/04/2018,78334,9,37,25
25/04/2018,78335,11,38,24
25/04/2018,78337,10,38,24
25/04/2018,78343,10,36,27
25/04/2018,78344,11,38,24
25/04/2018,78346,11,38,24
25/04/2018,78349,8,38,25
25/04/2018,78350,10,35,27
25/04/2018,78354,11,38,24
25/04/2018,78356,9,37,27
25/04/2018,78358,9,35,25
25/04/2018,78361,11,38,24
25/04/2018,78362,11,38,24
25/04/2018,78364,11,36,24
25/04/2018,78366,10,36,24
25/04/2018,78367,10,35,27
25/04/2018,78368,11,36,24
25/04/2018,78372,10,35,27
25/04/2018,78380,11,37,24
25/04/2018,78381,11,37,24
25/04/2018,78382,9,36,24
25/04/2018,78383,10,36,25
25/04/2018,78384,10,35,24
25/04/2018,78385,11,38,24
25/04/2018,78389,10,37,24
25/04/2018,78391,11,38,24
25/04/2018,78396,10,35,25
25/04/2018,78397,9,37,25
25/04/2018,78398,10,37,24
25/04/2018,78401,11,36,24
25/04/2018,78402,11,38,24
25/04/2018,78403,11,37,24
25/04/2018,78404,11,37,24
25/04/2018,78406,9,37,27
25/04/2018,78407,10,37,24
25/04/2018,78410,11,38,24
25/04/2018,78413,11,38,22
25/04/2018,78415,11,36,24
25/04/2018,78416,11,37,24
25/04/2018,78417,11,38,24
25/04/2018,78418,10,35,27
25/04/2018,78420,10,37,24
25/04/2018,78423,9,36,27
25/04/2018,78431,11,36,24
25/04/2018,78437,11,38,24
25/04/2018,78439,11,37,24
25/04/2018,78440,11,36,24
25/04/2018,78442,10,36,25
25/04/2018,78443,10,36,25
25/04/2018,78444,11,38,24
25/04/2018,78451,11,37,24
25/04/2018,78455,10,35,27
25/04/2018,78460,11,37,24
25/04/2018,78464,7,37,25
25/04/2018,78465,11,37,24
25/04/2018,78466,10,35,25
25/04/2018,78470,8,37,25
25/04/2018,78472,8,37,25
25/04/2018,78474,11,37,24
25/04/2018,78475,11,37,24
25/04/2018,78478,9,36,25
25/04/2018,78481,10,35,27
25/04/2018,78484,11,38,24
25/04/2018,78486,10,37,24
25/04/2018,78490,10,36,25
25/04/2018,78497,10,37,24
25/04/2018,78498,10,35,25
25/04/2018,78499,6,37,25
25/04/2018,78501,11,38,24
25/04/2018,78502,10,35,27
25/04/2018,78503,10,38,24
25/04/2018,78505,11,37,24
25/04/2018,78506,8,37,25
25/04/2018,78513,11,37,24
25/04/2018,78516,10,37,24
25/04/2018,78517,9,37,24
25/04/2018,78518,9,35,27
25/04/2018,78520,11,37,24
25/04/2018,78522,7,38,25
25/04/2018,78524,10,34,27
25/04/2018,78528,11,38,24
25/04/2018,78530,11,38,24
25/04/2018,78531,11,38,24
25/04/2018,78536,11,38,24
25/04/2018,78537,7,38,25
25/04/2018,78545,10,35,27
25/04/2018,78548,9,38,25
25/04/2018,78550,10,36,25
25/04/2018,78551,10,36,27
25/04/2018,78557,9,37,24
25/04/2018,78558,11,38,24
25/04/2018,78559,10,38,22
25/04/2018,78561,9,37,25
25/04/2018,78562,10,37,24
25/04/2018,78564,8,37,25
25/04/2018,78565,11,37,24
25/04/2018,78567,11,38,24
25/04/2018,78569,7,37,25
25/04/2018,78571,10,35,27
25/04/2018,78575,9,38,27
25/04/2018,78576,10,37,25
25/04/2018,78586,10,35,27
25/04/2018,78588,11,36,24
25/04/2018,78590,8,38,25
25/04/2018,78591,11,38,24
25/04/2018,78597,11,38,24
25/04/2018,78601,7,37,25
25/04/2018,78605,11,37,24
25/04/2018,78606,10,37,24
25/04/2018,78608,11,38,24
25/04/2018,78609,11,36,24
25/04/2018,78615,10,35,25
25/04/2018,78616,11,37,24
25/04/2018,78618,11,37,24
25/04/2018,78620,10,37,27
25/04/2018,78621,9,36,27
25/04/2018,78623,10,36,25
25/04/2018,78624,10,36,24
25/04/2018,78638,10,36,24
25/04/2018,78640,11,35,29
25/04/2018,78642,11,36,24
25/04/2018,78643,11,36,24
25/04/2018,78644,9,36,25
25/04/2018,78646,11,35,29
25/04/2018,78647,11,38,24
25/04/2018,78650,10,35,27
25/04/2018,78653,11,36,24
25/04/2018,78655,8,38,24
25/04/2018,78668,11,38,24
25/04/2018,78672,10,35,25
25/04/2018,78674,10,35,27
25/04/2018,78677,11,38,24
25/04/2018,78681,11,37,24
25/04/2018,78683,10,36,25
25/04/2018,78686,11,35,29
25/04/2018,78688,9,36,27
25/04/2018,91001,11,34,27
25/04/2018,91016,10,35,27
25/04/2018,91017,9,38,25
25/04/2018,91021,12,38,27
25/04/2018,91022,11,34,27
25/04/2018,91027,15,37,27
25/04/2018,91035,10,37,25
25/04/2018,91037,13,35,27
25/04/2018,91038,11,36,27
25/04/2018,91041,12,38,27
25/04/2018,91044,13,38,27
25/04/2018,91045,13,36,27
25/04/2018,91047,11,35,27
25/04/2018,91064,12,37,29
25/04/2018,91067,11,33,27
25/04/2018,91069,10,34,27
25/04/2018,91075,11,34,27
25/04/2018,91079,11,35,27
25/04/2018,91080,11,35,27
25/04/2018,91081,10,37,27
25/04/2018,91085,11,38,27
25/04/2018,91086,16,37,27
25/04/2018,91093,8,38,25
25/04/2018,91095,12,36,27
25/04/2018,91097,18,35,27
25/04/2018,91098,10,37,27
25/04/2018,91099,10,35,27
25/04/2018,91100,11,35,27
25/04/2018,91103,14,38,27
25/04/2018,91105,11,38,27
25/04/2018,91106,10,38,27
25/04/2018,91109,10,36,27
25/04/2018,91111,10,39,27
25/04/2018,91112,11,33,27
25/04/2018,91114,18,36,27
25/04/2018,91115,11,39,27
25/04/2018,91121,10,34,27
25/04/2018,91122,10,39,27
25/04/2018,91129,11,36,27
25/04/2018,91130,11,36,27
25/04/2018,91131,10,35,27
25/04/2018,91132,11,37,27
25/04/2018,91135,12,35,27
25/04/2018,91136,13,38,27
25/04/2018,91137,11,33,27
25/04/2018,91145,9,37,25
25/04/2018,91148,10,37,27
25/04/2018,91156,12,37,27
25/04/2018,91159,13,35,27
25/04/2018,91161,14,38,27
25/04/2018,91174,17,35,27
25/04/2018,91175,9,37,25
25/04/2018,91179,15,35,27
25/04/2018,91180,9,34,27
25/04/2018,91182,17,36,27
25/04/2018,91184,11,35,27
25/04/2018,91186,10,38,27
25/04/2018,91191,16,36,27
25/04/2018,91195,10,35,27
25/04/2018,91198,11,35,27
25/04/2018,91200,9,38,25
25/04/2018,91201,16,37,27
25/04/2018,91204,15,36,27
25/04/2018,91207,11,38,27
25/04/2018,91215,17,35,27
25/04/2018,91216,14,38,27
25/04/2018,91222,10,34,27
25/04/2018,91223,11,36,27
25/04/2018,91225,17,36,27
25/04/2018,91226,11,37,27
25/04/2018,91228,17,36,27
25/04/2018,91232,11,35,27
25/04/2018,91235,16,37,27
25/04/2018,91240,11,34,27
25/04/2018,91243,11,39,27
25/04/2018,91244,14,36,27
25/04/2018,91247,10,37,25
25/04/2018,91248,11,34,27
25/04/2018,91249,9,39,27
25/04/2018,91272,10,39,27
25/04/2018,91273,11,34,27
25/04/2018,91274,9,39,27
25/04/2018,91275,10,39,27
25/04/2018,91284,10,37,25
25/04/2018,91286,16,37,27
25/04/2018,91292,12,38,27
25/04/2018,91293,11,35,27
25/04/2018,91294,11,35,27
25/04/2018,91312,11,37,27
25/04/2018,91315,12,36,27
25/04/2018,91318,11,37,27
25/04/2018,91319,10,39,27
25/04/2018,91326,15,37,27
25/04/2018,91330,12,37,27
25/04/2018,91332,14,37,27
25/04/2018,91333,13,38,27
25/04/2018,91338,9,39,27
25/04/2018,91339,13,38,27
25/04/2018,91340,17,36,27
25/04/2018,91345,14,38,27
25/04/2018,91347,13,38,27
25/04/2018,91359,11,34,27
25/04/2018,91363,12,39,27
25/04/2018,91374,11,34,27
25/04/2018,91376,13,37,27
25/04/2018,91377,13,38,27
25/04/2018,91378,11,37,27
25/04/2018,91386,15,36,27
25/04/2018,91390,10,34,27
25/04/2018,91393,10,36,27
25/04/2018,91399,11,34,27
25/04/2018,91405,10,34,27
25/04/2018,91408,10,35,27
25/04/2018,91411,8,38,27
25/04/2018,91412,11,35,27
25/04/2018,91414,10,35,27
25/04/2018,91421,17,36,27
25/04/2018,91425,13,38,27
25/04/2018,91432,14,38,27
25/04/2018,91433,11,36,27
25/04/2018,91434,15,37,27
25/04/2018,91435,15,35,27
25/04/2018,91441,12,35,27
25/04/2018,91457,12,38,27
25/04/2018,91458,12,39,27
25/04/2018,91461,12,39,27
25/04/2018,91463,9,34,27
25/04/2018,91468,15,35,27
25/04/2018,91469,11,35,27
25/04/2018,91471,11,39,27
25/04/2018,91473,11,35,27
25/04/2018,91477,12,38,27
25/04/2018,91479,14,37,27
25/04/2018,91482,8,38,25
25/04/2018,91494,15,37,27
25/04/2018,91495,10,36,27
25/04/2018,91507,10,34,27
25/04/2018,91508,11,35,27
25/04/2018,91511,10,35,27
25/04/2018,91514,17,35,27
25/04/2018,91519,10,37,25
25/04/2018,91521,17,37,27
25/04/2018,91525,10,38,25
25/04/2018,91526,11,34,27
25/04/2018,91533,11,35,27
25/04/2018,91534,11,38,27
25/04/2018,91538,10,38,27
25/04/2018,91540,10,38,25
25/04/2018,91544,11,35,27
25/04/2018,91546,9,38,25
25/04/2018,91547,10,36,27
25/04/2018,91549,15,38,27
25/04/2018,91552,13,38,27
25/04/2018,91553,17,35,27
25/04/2018,91556,11,36,27
25/04/2018,91560,11,39,27
25/04/2018,91568,10,38,27
25/04/2018,91570,14,38,27
25/04/2018,91573,17,35,27
25/04/2018,91577,16,35,27
25/04/2018,91578,10,38,25
25/04/2018,91579,13,37,27
25/04/2018,91581,11,38,27
25/04/2018,91587,13,38,27
25/04/2018,91589,15,38,27
25/04/2018,91593,10,38,25
25/04/2018,91599,11,35,27
25/04/2018,91600,17,36,27
25/04/2018,91602,10,38,25
25/04/2018,91613,10,35,27
25/04/2018,91617,17,35,27
25/04/2018,91619,11,37,27
25/04/2018,91629,11,35,27
25/04/2018,91630,9,38,25
25/04/2018,91631,18,35,27
25/04/2018,91634,9,38,25
25/04/2018,91635,11,38,27
25/04/2018,91639,10,35,27
25/04/2018,91645,12,37,29
25/04/2018,91648,15,37,27
25/04/2018,91649,14,36,27
25/04/2018,91654,11,35,27
25/04/2018,91657,16,37,27
25/04/2018,91659,16,35,27
25/04/2018,91661,12,38,27
25/04/2018,91662,10,38,27
25/04/2018,91665,13,38,27
25/04/2018,91666,12,39,27
25/04/2018,91667,14,38,27
25/04/2018,91671,11,36,27
25/04/2018,91679,10,38,27
25/04/2018,91685,13,38,27
25/04/2018,91687,15,37,27
25/04/2018,91689,14,38,27
25/04/2018,91691,17,36,27
25/04/2018,91692,11,39,27
25/04/2018,92002,14,37,29
25/04/2018,92004,12,35,25
25/04/2018,92007,15,36,29
25/04/2018,92009,11,35,25
25/04/2018,92012,14,35,29
25/04/2018,92014,14,36,29
25/04/2018,92019,13,37,29
25/04/2018,92020,14,35,29
25/04/2018,92022,11,35,29
25/04/2018,92023,13,36,29
25/04/2018,92024,13,35,25
25/04/2018,92025,11,35,27
25/04/2018,92026,13,35,29
25/04/2018,92032,14,36,29
25/04/2018,92033,12,35,29
25/04/2018,92035,12,35,29
25/04/2018,92036,11,36,24
25/04/2018,92040,13,35,29
25/04/2018,92044,14,35,27
25/04/2018,92046,15,35,29
25/04/2018,92047,11,34,29
25/04/2018,92048,13,35,29
25/04/2018,92049,16,35,29
25/04/2018,92050,12,35,29
25/04/2018,92051,15,35,29
25/04/2018,92060,13,36,29
25/04/2018,92062,14,35,29
25/04/2018,92063,12,35,29
25/04/2018,92064,13,35,29
25/04/2018,92071,14,36,29
25/04/2018,92072,12,35,29
25/04/2018,92073,14,35,29
25/04/2018,92075,15,35,29
25/04/2018,92076,11,34,29
25/04/2018,92077,11,34,29
25/04/2018,92078,10,36,22
25/04/2018,93001,20,36,24
25/04/2018,93005,15,37,24
25/04/2018,93006,19,35,25
25/04/2018,93007,15,36,25
25/04/2018,93008,18,36,25
25/04/2018,93010,16,36,25
25/04/2018,93013,15,36,24
25/04/2018,93014,17,36,24
25/04/2018,93015,17,36,24
25/04/2018,93027,17,36,24
25/04/2018,93029,17,36,25
25/04/2018,93030,14,36,24
25/04/2018,93031,10,36,22
25/04/2018,93032,19,36,24
25/04/2018,93033,20,36,25
25/04/2018,93039,11,36,22
25/04/2018,93045,19,35,25
25/04/2018,93046,16,36,24
25/04/2018,93047,18,36,24
25/04/2018,93048,19,35,25
25/04/2018,93049,17,36,24
25/04/2018,93050,19,36,24
25/04/2018,93051,22,36,27
25/04/2018,93053,18,35,25
25/04/2018,93055,19,35,25
25/04/2018,93057,15,36,24
25/04/2018,93059,11,36,22
25/04/2018,93061,19,35,25
25/04/2018,93062,16,36,24
25/04/2018,93063,18,35,25
25/04/2018,93064,17,35,24
25/04/2018,93066,16,36,24
25/04/2018,93070,14,35,24
25/04/2018,93071,15,36,24
25/04/2018,93072,13,36,22
25/04/2018,93073,16,37,22
25/04/2018,93074,17,36,22
25/04/2018,93077,17,36,24
25/04/2018,93078,15,37,22
25/04/2018,93079,10,36,22
25/04/2018,94001,16,37,27
25/04/2018,94002,18,36,27
25/04/2018,94003,15,35,29
25/04/2018,94004,19,36,27
25/04/2018,94011,18,36,25
25/04/2018,94015,19,36,24
25/04/2018,94016,15,36,29
25/04/2018,94017,20,36,25
25/04/2018,94018,18,35,27
25/04/2018,94019,20,36,25
25/04/2018,94021,15,37,29
25/04/2018,94022,16,37,27
25/04/2018,94028,18,36,27
25/04/2018,94033,18,35,24
25/04/2018,94034,14,37,29
25/04/2018,94037,16,35,29
25/04/2018,94038,15,37,29
25/04/2018,94041,18,36,27
25/04/2018,94042,18,36,24
25/04/2018,94043,16,35,29
25/04/2018,94044,18,36,27
25/04/2018,94046,18,36,25
25/04/2018,94047,18,35,27
25/04/2018,94048,20,36,27
25/04/2018,94052,18,36,22
25/04/2018,94053,20,36,27
25/04/2018,94054,15,37,27
25/04/2018,94055,20,36,25
25/04/2018,94056,18,35,27
25/04/2018,94058,18,36,22
25/04/2018,94059,22,36,27
25/04/2018,94060,22,36,27
25/04/2018,94065,14,37,27
25/04/2018,94067,19,35,25
25/04/2018,94068,19,36,25
25/04/2018,94069,18,35,27
25/04/2018,94070,21,35,27
25/04/2018,94071,20,36,27
25/04/2018,94073,16,37,27
25/04/2018,94074,17,36,27
25/04/2018,94075,18,36,27
25/04/2018,94076,16,37,29
25/04/2018,94077,16,37,27
25/04/2018,94078,17,37,27
25/04/2018,94079,21,36,25
25/04/2018,94080,18,35,25
25/04/2018,94081,17,37,27
25/04/2018,95002,10,37,22
25/04/2018,95008,11,38,24
25/04/2018,95011,11,37,24
25/04/2018,95012,11,38,24
25/04/2018,95014,7,37,22
25/04/2018,95018,10,36,25
25/04/2018,95019,10,37,22
25/04/2018,95023,10,39,22
25/04/2018,95024,10,37,24
25/04/2018,95026,8,40,22
25/04/2018,95028,7,39,20
25/04/2018,95039,8,38,22
25/04/2018,95040,10,37,24
25/04/2018,95042,7,39,20
25/04/2018,95046,10,37,24
25/04/2018,95051,8,37,22
25/04/2018,95052,8,40,22
25/04/2018,95054,10,38,24
25/04/2018,95055,8,39,20
25/04/2018,95056,7,40,20
25/04/2018,95058,8,40,22
25/04/2018,95059,10,39,22
25/04/2018,95060,8,37,22
25/04/2018,95061,7,38,20
25/04/2018,95063,10,35,27
25/04/2018,95074,10,36,22
25/04/2018,95078,9,37,22
25/04/2018,95088,13,37,24
25/04/2018,95091,7,38,20
25/04/2018,95094,8,38,20
25/04/2018,95101,10,37,24
25/04/2018,95102,10,38,22
25/04/2018,95110,10,38,24
25/04/2018,95116,8,40,22
25/04/2018,95119,10,37,24
25/04/2018,95120,8,38,22
25/04/2018,95127,10,37,22
25/04/2018,95134,9,39,22
25/04/2018,95139,11,37,24
25/04/2018,95141,10,37,24
25/04/2018,95142,10,38,24
25/04/2018,95144,8,39,20
25/04/2018,95149,8,40,22
25/04/2018,95150,11,38,24
25/04/2018,95151,7,38,20
25/04/2018,95154,10,38,20
25/04/2018,95157,11,38,24
25/04/2018,95166,10,37,24
25/04/2018,95169,10,37,24
25/04/2018,95170,10,36,24
25/04/2018,95176,9,36,25
25/04/2018,95177,10,38,22
25/04/2018,95181,10,37,22
25/04/2018,95183,10,37,22
25/04/2018,95197,9,37,22
25/04/2018,95199,7,38,22
25/04/2018,95203,8,37,22
25/04/2018,95205,8,38,20
25/04/2018,95210,8,36,22
25/04/2018,95211,9,38,22
25/04/2018,95212,11,38,20
25/04/2018,95213,9,38,22
25/04/2018,95214,7,40,20
25/04/2018,95218,9,36,22
25/04/2018,95219,8,37,22
25/04/2018,95229,7,38,20
25/04/2018,95241,8,39,20
25/04/2018,95250,8,39,20
25/04/2018,95252,8,36,24
25/04/2018,95253,10,37,24
25/04/2018,95254,10,38,22
25/04/2018,95256,7,38,22
25/04/2018,95257,8,36,24
25/04/2018,95258,9,39,22
25/04/2018,95259,10,37,24
25/04/2018,95268,12,37,22
25/04/2018,95270,11,38,24
25/04/2018,95271,9,38,22
25/04/2018,95277,13,38,24
25/04/2018,95280,10,38,22
25/04/2018,95282,10,37,24
25/04/2018,95287,10,38,22
25/04/2018,95288,9,37,22
25/04/2018,95295,10,37,24
25/04/2018,95298,10,38,22
25/04/2018,95301,11,38,24
25/04/2018,95303,10,38,22
25/04/2018,95304,9,39,22
25/04/2018,95306,8,36,24
25/04/2018,95308,9,38,22
25/04/2018,95309,11,37,24
25/04/2018,95313,8,39,22
25/04/2018,95316,8,39,20
25/04/2018,95323,9,36,22
25/04/2018,95328,9,38,22
25/04/2018,95331,7,40,20
25/04/2018,95341,9,38,22
25/04/2018,95348,10,37,24
25/04/2018,95351,10,38,20
25/04/2018,95352,8,40,22
25/04/2018,95353,7,39,20
25/04/2018,95355,11,37,24
25/04/2018,95365,7,39,20
25/04/2018,95369,7,37,22
25/04/2018,95370,10,38,24
25/04/2018,95371,9,39,20
25/04/2018,95379,11,38,24
25/04/2018,95387,9,39,22
25/04/2018,95388,10,36,22
25/04/2018,95392,7,38,22
25/04/2018,95394,8,38,22
25/04/2018,95395,7,39,20
25/04/2018,95409,7,38,20
25/04/2018,95422,10,37,22
25/04/2018,95424,8,36,24
25/04/2018,95426,7,38,22
25/04/2018,95427,9,37,22
25/04/2018,95428,8,37,22
25/04/2018,95429,10,37,24
25/04/2018,95430,7,39,20
25/04/2018,95436,8,40,22
25/04/2018,95438,10,38,24
25/04/2018,95445,7,39,20
25/04/2018,95446,9,39,22
25/04/2018,95447,10,38,24
25/04/2018,95450,9,36,22
25/04/2018,95452,8,40,22
25/04/2018,95456,8,40,22
25/04/2018,95459,10,38,24
25/04/2018,95462,11,37,24
25/04/2018,95476,9,37,22
25/04/2018,95480,8,39,22
25/04/2018,95483,10,37,24
25/04/2018,95487,8,40,22
25/04/2018,95488,8,37,22
25/04/2018,95489,8,38,20
25/04/2018,95491,8,37,22
25/04/2018,95492,8,38,20
25/04/2018,95493,8,39,20
25/04/2018,95500,9,37,22
25/04/2018,95504,8,40,20
25/04/2018,95509,8,39,20
25/04/2018,95510,10,37,22
25/04/2018,95523,11,38,24
25/04/2018,95527,12,38,22
25/04/2018,95529,9,40,22
25/04/2018,95535,10,37,22
25/04/2018,95539,8,37,22
25/04/2018,95541,10,37,24
25/04/2018,95543,11,38,24
25/04/2018,95554,11,37,24
25/04/2018,95555,8,36,22
25/04/2018,95563,7,38,22
25/04/2018,95566,7,40,20
25/04/2018,95572,8,37,22
25/04/2018,95574,7,38,22
25/04/2018,95580,9,39,22
25/04/2018,95582,8,36,24
25/04/2018,95584,10,38,24
25/04/2018,95585,10,38,22
25/04/2018,95592,11,37,24
25/04/2018,95594,7,40,20
25/04/2018,95598,8,37,22
25/04/2018,95604,9,39,22
25/04/2018,95607,7,38,22
25/04/2018,95610,10,37,24
25/04/2018,95611,10,38,22
25/04/2018,95612,10,38,22
25/04/2018,95625,10,37,24
25/04/2018,95627,9,38,22
25/04/2018,95628,8,38,22
25/04/2018,95633,10,38,22
25/04/2018,95637,9,36,22
25/04/2018,95641,11,38,20
25/04/2018,95651,11,38,24
25/04/2018,95652,8,40,20
25/04/2018,95656,11,38,24
25/04/2018,95658,10,37,24
25/04/2018,95660,7,39,20
25/04/2018,95675,10,39,20
25/04/2018,95676,11,38,24
25/04/2018,95678,7,38,20
25/04/2018,95680,9,38,22
25/04/2018,95682,7,39,20
25/04/2018,95690,10,37,24
26/04/2018,0,44,41,27
26/04/2018,75,41,38,26
26/04/2018,77,44,41,26
26/04/2018,78,25,43,25
26/04/2018,91,28,40,25
26/04/2018,92,39,39,26
26/04/2018,93,41,39,26
26/04/2018,94,41,39,27
26/04/2018,95,34,41,25
26/04/2018,75101,28,37,27
26/04/2018,75102,28,37,27
26/04/2018,75103,33,37,27
26/04/2018,75104,35,37,27
26/04/2018,75105,35,36,27
26/04/2018,75106,32,36,27
26/04/2018,75107,28,37,27
26/04/2018,75108,30,38,27
26/04/2018,75109,25,38,25
26/04/2018,75110,30,38,27
26/04/2018,75111,39,37,27
26/04/2018,75112,42,37,27
26/04/2018,75113,42,36,27
26/04/2018,75114,34,37,27
26/04/2018,75115,27,37,27
26/04/2018,75116,38,38,27
26/04/2018,75117,35,38,27
26/04/2018,75118,27,38,25
26/04/2018,75119,36,38,25
26/04/2018,75120,39,37,27
26/04/2018,77001,8,40,19
26/04/2018,77002,15,39,22
26/04/2018,77003,8,40,20
26/04/2018,77004,18,37,22
26/04/2018,77005,36,39,24
26/04/2018,77006,10,39,19
26/04/2018,77007,18,37,22
26/04/2018,77008,19,40,22
26/04/2018,77009,8,41,22
26/04/2018,77010,17,38,22
26/04/2018,77011,8,41,22
26/04/2018,77012,11,39,22
26/04/2018,77013,18,39,24
26/04/2018,77014,8,39,19
26/04/2018,77015,11,39,22
26/04/2018,77016,7,41,22
26/04/2018,77018,32,38,25
26/04/2018,77019,10,40,20
26/04/2018,77020,13,39,22
26/04/2018,77021,9,40,20
26/04/2018,77022,12,38,19
26/04/2018,77023,21,40,22
26/04/2018,77024,12,39,22
26/04/2018,77025,11,40,22
26/04/2018,77026,11,39,22
26/04/2018,77027,10,40,22
26/04/2018,77028,17,38,22
26/04/2018,77029,18,37,22
26/04/2018,77030,11,39,22
26/04/2018,77031,19,38,24
26/04/2018,77032,12,39,22
26/04/2018,77033,11,39,22
26/04/2018,77034,16,37,20
26/04/2018,77035,10,41,20
26/04/2018,77036,12,39,22
26/04/2018,77037,12,38,19
26/04/2018,77038,16,37,20
26/04/2018,77039,18,37,20
26/04/2018,77040,18,38,20
26/04/2018,77041,8,40,19
26/04/2018,77042,16,39,22
26/04/2018,77043,12,39,22
26/04/2018,77044,14,37,20
26/04/2018,77045,8,41,22
26/04/2018,77046,8,40,20
26/04/2018,77047,25,39,24
26/04/2018,77048,6,41,20
26/04/2018,77049,24,39,24
26/04/2018,77050,10,41,22
26/04/2018,77051,11,39,22
26/04/2018,77052,13,37,20
26/04/2018,77053,29,37,25
26/04/2018,77054,9,41,20
26/04/2018,77055,39,39,24
26/04/2018,77056,7,41,20
26/04/2018,77057,13,39,22
26/04/2018,77058,41,38,27
26/04/2018,77059,42,38,27
26/04/2018,77060,9,40,19
26/04/2018,77061,9,40,20
26/04/2018,77062,36,39,24
26/04/2018,77063,21,38,24
26/04/2018,77065,14,39,19
26/04/2018,77066,11,39,22
26/04/2018,77067,20,37,20
26/04/2018,77068,11,39,20
26/04/2018,77069,14,38,19
26/04/2018,77070,16,39,22
26/04/2018,77071,9,41,22
26/04/2018,77072,11,39,22
26/04/2018,77073,11,39,22
26/04/2018,77075,33,39,24
26/04/2018,77076,11,39,22
26/04/2018,77077,21,40,22
26/04/2018,77078,15,40,22
26/04/2018,77079,8,40,19
26/04/2018,77080,11,39,22
26/04/2018,77081,20,36,22
26/04/2018,77082,17,37,22
26/04/2018,77083,41,38,27
26/04/2018,77084,19,40,22
26/04/2018,77085,37,38,25
26/04/2018,77086,12,38,20
26/04/2018,77087,15,38,22
26/04/2018,77088,7,41,20
26/04/2018,77089,11,39,20
26/04/2018,77090,11,39,22
26/04/2018,77091,26,37,24
26/04/2018,77093,11,39,22
26/04/2018,77094,30,39,22
26/04/2018,77095,30,40,22
26/04/2018,77096,13,37,20
26/04/2018,77097,12,39,22
26/04/2018,77098,12,38,22
26/04/2018,77099,10,41,22
26/04/2018,77100,12,38,20
26/04/2018,77101,10,40,20
26/04/2018,77102,7,41,22
26/04/2018,77103,13,37,20
26/04/2018,77104,26,37,24
26/04/2018,77106,15,39,22
26/04/2018,77107,21,37,24
26/04/2018,77108,40,39,25
26/04/2018,77109,12,39,22
26/04/2018,77110,9,41,22
26/04/2018,77111,34,39,25
26/04/2018,77112,7,41,20
26/04/2018,77113,14,39,22
26/04/2018,77114,31,37,25
26/04/2018,77115,9,41,20
26/04/2018,77116,14,39,22
26/04/2018,77117,12,39,22
26/04/2018,77118,35,40,22
26/04/2018,77119,14,38,20
26/04/2018,77120,15,40,22
26/04/2018,77121,41,38,27
26/04/2018,77122,25,38,24
26/04/2018,77123,30,40,19
26/04/2018,77124,38,38,25
26/04/2018,77125,28,39,24
26/04/2018,77126,18,40,22
26/04/2018,77127,26,37,24
26/04/2018,77128,27,39,24
26/04/2018,77129,12,40,22
26/04/2018,77130,23,39,24
26/04/2018,77131,17,39,22
26/04/2018,77132,32,39,25
26/04/2018,77133,10,40,20
26/04/2018,77134,11,39,22
26/04/2018,77135,16,38,22
26/04/2018,77136,24,37,24
26/04/2018,77137,11,39,22
26/04/2018,77138,18,37,22
26/04/2018,77139,37,39,22
26/04/2018,77140,10,39,20
26/04/2018,77141,29,38,24
26/04/2018,77142,26,39,24
26/04/2018,77143,23,40,22
26/04/2018,77144,23,38,24
26/04/2018,77145,19,36,22
26/04/2018,77146,42,38,27
26/04/2018,77147,14,38,22
26/04/2018,77148,13,40,22
26/04/2018,77149,12,39,22
26/04/2018,77150,23,40,20
26/04/2018,77151,14,39,22
26/04/2018,77152,16,37,20
26/04/2018,77153,24,40,19
26/04/2018,77154,26,38,24
26/04/2018,77155,36,39,24
26/04/2018,77156,6,41,20
26/04/2018,77157,13,40,22
26/04/2018,77158,9,41,20
26/04/2018,77159,11,39,20
26/04/2018,77161,7,41,20
26/04/2018,77162,16,39,22
26/04/2018,77163,17,40,22
26/04/2018,77164,10,39,20
26/04/2018,77165,11,38,20
26/04/2018,77166,7,40,20
26/04/2018,77167,10,40,20
26/04/2018,77168,10,41,22
26/04/2018,77169,40,38,27
26/04/2018,77170,6,41,20
26/04/2018,77171,30,39,24
26/04/2018,77172,9,40,20
26/04/2018,77173,18,40,22
26/04/2018,77174,11,39,22
26/04/2018,77175,26,37,24
26/04/2018,77176,20,38,24
26/04/2018,77177,35,38,25
26/04/2018,77178,7,41,22
26/04/2018,77179,10,38,19
26/04/2018,77180,33,37,25
26/04/2018,77181,40,38,27
26/04/2018,77182,11,39,22
26/04/2018,77183,16,39,22
26/04/2018,77184,8,41,20
26/04/2018,77185,13,39,19
26/04/2018,77186,14,40,20
26/04/2018,77187,10,39,22
26/04/2018,77188,12,38,20
26/04/2018,77190,11,38,20
26/04/2018,77191,12,38,20
26/04/2018,77192,23,37,24
26/04/2018,77193,19,40,22
26/04/2018,77194,9,40,20
26/04/2018,77195,17,36,22
26/04/2018,77196,32,40,22
26/04/2018,77197,13,39,22
